연도,일시,측정소,PM2.5
4.0,01-03 00:00,공주,0.054525774
4.0,01-03 01:00,공주,0.10496039
4.0,01-03 02:00,공주,0.06791805
4.0,01-03 03:00,공주,0.09778557
4.0,01-03 04:00,공주,0.0696224
4.0,01-03 05:00,공주,0.10740635
4.0,01-03 06:00,공주,0.08383082
4.0,01-03 07:00,공주,0.07406594
4.0,01-03 08:00,공주,0.10867837
4.0,01-03 09:00,공주,0.103966214
4.0,01-03 10:00,공주,0.10472067
4.0,01-03 11:00,공주,0.1038376
4.0,01-03 12:00,공주,0.12345641
4.0,01-03 13:00,공주,0.09187883
4.0,01-03 14:00,공주,0.099944636
4.0,01-03 15:00,공주,0.10519132
4.0,01-03 16:00,공주,0.09507347
4.0,01-03 17:00,공주,0.07454991
4.0,01-03 18:00,공주,0.07642035
4.0,01-03 19:00,공주,0.04380462
4.0,01-03 20:00,공주,0.08629466
4.0,01-03 21:00,공주,0.037555914
4.0,01-03 22:00,공주,0.08230245
4.0,01-03 23:00,공주,0.07495537
4.0,01-04 00:00,공주,0.12488604
4.0,01-04 01:00,공주,0.08783254
4.0,01-04 02:00,공주,0.12384299
4.0,01-04 03:00,공주,0.10103324
4.0,01-04 04:00,공주,0.08495323
4.0,01-04 05:00,공주,0.038655855
4.0,01-04 06:00,공주,0.07236589
4.0,01-04 07:00,공주,0.035714395
4.0,01-04 08:00,공주,0.122771576
4.0,01-04 09:00,공주,0.11886011
4.0,01-04 10:00,공주,0.10536511
4.0,01-04 11:00,공주,0.09221985
4.0,01-04 12:00,공주,0.10251691
4.0,01-04 13:00,공주,0.09091166
4.0,01-04 14:00,공주,0.066503465
4.0,01-04 15:00,공주,0.07767309
4.0,01-04 16:00,공주,0.095011234
4.0,01-04 17:00,공주,0.1371084
4.0,01-04 18:00,공주,0.11217383
4.0,01-04 19:00,공주,0.08890305
4.0,01-04 20:00,공주,0.12409955
4.0,01-04 21:00,공주,0.18555321
4.0,01-04 22:00,공주,0.03697014
4.0,01-04 23:00,공주,0.082718395
4.0,01-05 00:00,공주,0.089434266
4.0,01-05 01:00,공주,0.051814705
4.0,01-05 02:00,공주,0.11773213
4.0,01-05 03:00,공주,0.08077711
4.0,01-05 04:00,공주,0.054775164
4.0,01-05 05:00,공주,0.09140176
4.0,01-05 06:00,공주,0.09322767
4.0,01-05 07:00,공주,0.07140686
4.0,01-05 08:00,공주,0.074552625
4.0,01-05 09:00,공주,0.09928276
4.0,01-05 10:00,공주,0.13030611
4.0,01-05 11:00,공주,0.10423022
4.0,01-05 12:00,공주,0.09210031
4.0,01-05 13:00,공주,0.086873755
4.0,01-05 14:00,공주,0.03610776
4.0,01-05 15:00,공주,0.041783437
4.0,01-05 16:00,공주,0.066503465
4.0,01-05 17:00,공주,0.1113522
4.0,01-05 18:00,공주,0.12153104
4.0,01-05 19:00,공주,0.09145919
4.0,01-05 20:00,공주,0.07480877
4.0,01-05 21:00,공주,0.058169287
4.0,01-05 22:00,공주,0.114476025
4.0,01-05 23:00,공주,0.114358656
4.0,01-08 00:00,공주,0.11723079
4.0,01-08 01:00,공주,0.11151809
4.0,01-08 02:00,공주,0.052892122
4.0,01-08 03:00,공주,0.10819293
4.0,01-08 04:00,공주,0.14160776
4.0,01-08 05:00,공주,0.18128467
4.0,01-08 06:00,공주,0.07342803
4.0,01-08 07:00,공주,0.0701951
4.0,01-08 08:00,공주,0.082512334
4.0,01-08 09:00,공주,0.10604988
4.0,01-08 10:00,공주,0.08683696
4.0,01-08 11:00,공주,0.05011246
4.0,01-08 12:00,공주,0.10404748
4.0,01-08 13:00,공주,0.07892777
4.0,01-08 14:00,공주,0.09281365
4.0,01-08 15:00,공주,0.17989388
4.0,01-08 16:00,공주,0.07940334
4.0,01-08 17:00,공주,0.10536511
4.0,01-08 18:00,공주,0.08697943
4.0,01-08 19:00,공주,0.089061126
4.0,01-08 20:00,공주,0.050190277
4.0,01-08 21:00,공주,0.09536599
4.0,01-08 22:00,공주,0.078555405
4.0,01-08 23:00,공주,0.07217393
4.0,01-09 00:00,공주,0.115517676
4.0,01-09 01:00,공주,0.08090572
4.0,01-09 02:00,공주,0.084155194
4.0,01-09 03:00,공주,0.090248875
4.0,01-09 04:00,공주,0.10033731
4.0,01-09 05:00,공주,0.111188404
4.0,01-09 06:00,공주,0.11248869
4.0,01-09 07:00,공주,0.07454991
4.0,01-09 08:00,공주,0.042266566
4.0,01-09 09:00,공주,0.056047626
4.0,01-09 10:00,공주,0.0876025
4.0,01-09 11:00,공주,0.10648419
4.0,01-09 12:00,공주,0.06805523
4.0,01-09 13:00,공주,0.07502496
4.0,01-09 14:00,공주,0.10740635
4.0,01-09 15:00,공주,0.11809271
4.0,01-09 16:00,공주,0.09094046
4.0,01-09 17:00,공주,0.11187317
4.0,01-09 18:00,공주,0.08480755
4.0,01-09 19:00,공주,0.09199604
4.0,01-09 20:00,공주,0.11463914
4.0,01-09 21:00,공주,0.03332744
4.0,01-09 22:00,공주,0.12488604
4.0,01-09 23:00,공주,0.08090572
4.0,01-10 00:00,공주,0.13061139
4.0,01-10 01:00,공주,0.06409611
4.0,01-10 02:00,공주,0.028678864
4.0,01-10 03:00,공주,0.1371084
4.0,01-10 04:00,공주,0.06360942
4.0,01-10 05:00,공주,0.07406594
4.0,01-10 06:00,공주,0.057599362
4.0,01-10 07:00,공주,0.108203754
4.0,01-10 08:00,공주,0.08417788
4.0,01-10 09:00,공주,0.07334262
4.0,01-10 10:00,공주,0.05383935
4.0,01-10 11:00,공주,0.04927201
4.0,01-10 12:00,공주,0.069486655
4.0,01-10 13:00,공주,0.066177316
4.0,01-10 14:00,공주,0.10355534
4.0,01-10 15:00,공주,0.088281386
4.0,01-10 16:00,공주,0.06349809
4.0,01-10 17:00,공주,0.074552625
4.0,01-10 18:00,공주,0.17923592
4.0,01-10 19:00,공주,0.09145919
4.0,01-10 20:00,공주,0.12349288
4.0,01-10 21:00,공주,0.06639656
4.0,01-10 22:00,공주,0.089816384
4.0,01-10 23:00,공주,0.08858108
4.0,01-13 00:00,공주,0.07441366
4.0,01-13 01:00,공주,0.089699395
4.0,01-13 02:00,공주,0.057062093
4.0,01-13 03:00,공주,0.05762357
4.0,01-13 04:00,공주,0.0729056
4.0,01-13 05:00,공주,0.09194145
4.0,01-13 06:00,공주,0.04586493
4.0,01-13 07:00,공주,0.09030255
4.0,01-13 08:00,공주,0.05053351
