연도,일시,측정소,PM2.5
4.0,01-03 00:00,공주,0.09137264
4.0,01-03 01:00,공주,0.0913652
4.0,01-03 02:00,공주,0.09135777
4.0,01-03 03:00,공주,0.09135032
4.0,01-03 04:00,공주,0.09134288
4.0,01-03 05:00,공주,0.091335446
4.0,01-03 06:00,공주,0.091327995
4.0,01-03 07:00,공주,0.091320574
4.0,01-03 08:00,공주,0.09131314
4.0,01-03 09:00,공주,0.0913057
4.0,01-03 10:00,공주,0.09129827
4.0,01-03 11:00,공주,0.09129083
4.0,01-03 12:00,공주,0.09128338
4.0,01-03 13:00,공주,0.09127596
4.0,01-03 14:00,공주,0.09126851
4.0,01-03 15:00,공주,0.091261074
4.0,01-03 16:00,공주,0.09125364
4.0,01-03 17:00,공주,0.0912462
4.0,01-03 18:00,공주,0.09123877
4.0,01-03 19:00,공주,0.09123133
4.0,01-03 20:00,공주,0.091223896
4.0,01-03 21:00,공주,0.091216445
4.0,01-03 22:00,공주,0.09120901
4.0,01-03 23:00,공주,0.09120159
4.0,01-04 00:00,공주,0.09119414
4.0,01-04 01:00,공주,0.0911867
4.0,01-04 02:00,공주,0.09117927
4.0,01-04 03:00,공주,0.09117183
4.0,01-04 04:00,공주,0.091164395
4.0,01-04 05:00,공주,0.09115696
4.0,01-04 06:00,공주,0.091149524
4.0,01-04 07:00,공주,0.09114207
4.0,01-04 08:00,공주,0.09113465
4.0,01-04 09:00,공주,0.09112719
4.0,01-04 10:00,공주,0.091119766
4.0,01-04 11:00,공주,0.091112345
4.0,01-04 12:00,공주,0.091104895
4.0,01-04 13:00,공주,0.09109746
4.0,01-04 14:00,공주,0.09109002
4.0,01-04 15:00,공주,0.09108259
4.0,01-04 16:00,공주,0.09107514
4.0,01-04 17:00,공주,0.0910677
4.0,01-04 18:00,공주,0.091060266
4.0,01-04 19:00,공주,0.09105283
4.0,01-04 20:00,공주,0.091045395
4.0,01-04 21:00,공주,0.091037944
4.0,01-04 22:00,공주,0.09103052
4.0,01-04 23:00,공주,0.09102309
4.0,01-05 00:00,공주,0.09101565
4.0,01-05 01:00,공주,0.091008216
4.0,01-05 02:00,공주,0.09100078
4.0,01-05 03:00,공주,0.090993345
4.0,01-05 04:00,공주,0.090985894
4.0,01-05 05:00,공주,0.09097847
4.0,01-05 06:00,공주,0.09097102
4.0,01-05 07:00,공주,0.09096359
4.0,01-05 08:00,공주,0.09095615
4.0,01-05 09:00,공주,0.0909487
4.0,01-05 10:00,공주,0.090941265
4.0,01-05 11:00,공주,0.09093383
4.0,01-05 12:00,공주,0.09092641
4.0,01-05 13:00,공주,0.09091897
4.0,01-05 14:00,공주,0.09091154
4.0,01-05 15:00,공주,0.09090409
4.0,01-05 16:00,공주,0.09089665
4.0,01-05 17:00,공주,0.090889215
4.0,01-05 18:00,공주,0.09088178
4.0,01-05 19:00,공주,0.090874344
4.0,01-05 20:00,공주,0.09086689
4.0,01-05 21:00,공주,0.09085946
4.0,01-05 22:00,공주,0.09085202
4.0,01-05 23:00,공주,0.09084459
4.0,01-08 00:00,공주,0.090837166
4.0,01-08 01:00,공주,0.09082973
4.0,01-08 02:00,공주,0.09082228
4.0,01-08 03:00,공주,0.090814844
4.0,01-08 04:00,공주,0.09080741
4.0,01-08 05:00,공주,0.09079997
4.0,01-08 06:00,공주,0.09079254
4.0,01-08 07:00,공주,0.0907851
4.0,01-08 08:00,공주,0.09077765
4.0,01-08 09:00,공주,0.090770215
4.0,01-08 10:00,공주,0.09076278
4.0,01-08 11:00,공주,0.09075536
4.0,01-08 12:00,공주,0.09074791
4.0,01-08 13:00,공주,0.09074047
4.0,01-08 14:00,공주,0.09073304
4.0,01-08 15:00,공주,0.090725586
4.0,01-08 16:00,공주,0.09071815
4.0,01-08 17:00,공주,0.090710714
4.0,01-08 18:00,공주,0.09070328
4.0,01-08 19:00,공주,0.09069586
4.0,01-08 20:00,공주,0.09068841
4.0,01-08 21:00,공주,0.09068097
4.0,01-08 22:00,공주,0.090673536
4.0,01-08 23:00,공주,0.090666085
4.0,01-09 00:00,공주,0.09065865
4.0,01-09 01:00,공주,0.090651214
4.0,01-09 02:00,공주,0.09064379
4.0,01-09 03:00,공주,0.09063636
4.0,01-09 04:00,공주,0.09062892
4.0,01-09 05:00,공주,0.09062147
4.0,01-09 06:00,공주,0.090614036
4.0,01-09 07:00,공주,0.0906066
4.0,01-09 08:00,공주,0.090599164
4.0,01-09 09:00,공주,0.090591714
4.0,01-09 10:00,공주,0.09058429
4.0,01-09 11:00,공주,0.09057684
4.0,01-09 12:00,공주,0.09056941
4.0,01-09 13:00,공주,0.090561986
4.0,01-09 14:00,공주,0.090554535
4.0,01-09 15:00,공주,0.090547115
4.0,01-09 16:00,공주,0.090539664
4.0,01-09 17:00,공주,0.09053223
4.0,01-09 18:00,공주,0.09052479
4.0,01-09 19:00,공주,0.09051734
4.0,01-09 20:00,공주,0.09050992
4.0,01-09 21:00,공주,0.090502486
4.0,01-09 22:00,공주,0.090495035
4.0,01-09 23:00,공주,0.0904876
4.0,01-10 00:00,공주,0.09048018
4.0,01-10 01:00,공주,0.09047273
4.0,01-10 02:00,공주,0.09046528
4.0,01-10 03:00,공주,0.09045786
4.0,01-10 04:00,공주,0.090450406
4.0,01-10 05:00,공주,0.090442985
4.0,01-10 06:00,공주,0.09043555
4.0,01-10 07:00,공주,0.090428114
4.0,01-10 08:00,공주,0.09042066
4.0,01-10 09:00,공주,0.09041324
4.0,01-10 10:00,공주,0.09040581
4.0,01-10 11:00,공주,0.09039836
4.0,01-10 12:00,공주,0.09039092
4.0,01-10 13:00,공주,0.09038347
4.0,01-10 14:00,공주,0.09037605
4.0,01-10 15:00,공주,0.0903686
4.0,01-10 16:00,공주,0.09036116
4.0,01-10 17:00,공주,0.09035374
4.0,01-10 18:00,공주,0.09034631
4.0,01-10 19:00,공주,0.090338856
4.0,01-10 20:00,공주,0.09033142
4.0,01-10 21:00,공주,0.090323985
4.0,01-10 22:00,공주,0.09031655
4.0,01-10 23:00,공주,0.09030911
4.0,01-13 00:00,공주,0.09030166
4.0,01-13 01:00,공주,0.09029424
4.0,01-13 02:00,공주,0.090286806
4.0,01-13 03:00,공주,0.090279356
4.0,01-13 04:00,공주,0.090271935
4.0,01-13 05:00,공주,0.090264484
4.0,01-13 06:00,공주,0.09025705
4.0,01-13 07:00,공주,0.09024961
4.0,01-13 08:00,공주,0.09024218
4.0,01-13 09:00,공주,0.09023474
4.0,01-13 10:00,공주,0.090227306
4.0,01-13 11:00,공주,0.09021987
4.0,01-13 12:00,공주,0.09021242
4.0,01-13 13:00,공주,0.090205
4.0,01-13 14:00,공주,0.09019756
4.0,01-13 15:00,공주,0.09019011
4.0,01-13 16:00,공주,0.09018268
4.0,01-13 17:00,공주,0.09017524
4.0,01-13 18:00,공주,0.090167806
4.0,01-13 19:00,공주,0.090160385
4.0,01-13 20:00,공주,0.09015295
4.0,01-13 21:00,공주,0.0901455
4.0,01-13 22:00,공주,0.09013806
4.0,01-13 23:00,공주,0.09013063
4.0,01-14 00:00,공주,0.09012319
4.0,01-14 01:00,공주,0.09011574
4.0,01-14 02:00,공주,0.090108305
4.0,01-14 03:00,공주,0.09010087
4.0,01-14 04:00,공주,0.090093434
4.0,01-14 05:00,공주,0.09008598
4.0,01-14 06:00,공주,0.09007858
4.0,01-14 07:00,공주,0.09007113
4.0,01-14 08:00,공주,0.090063676
4.0,01-14 09:00,공주,0.09005624
4.0,01-14 10:00,공주,0.09004882
4.0,01-14 11:00,공주,0.090041384
4.0,01-14 12:00,공주,0.09003393
4.0,01-14 13:00,공주,0.0900265
4.0,01-14 14:00,공주,0.09001906
4.0,01-14 15:00,공주,0.09001163
4.0,01-14 16:00,공주,0.090004176
4.0,01-14 17:00,공주,0.089996755
4.0,01-14 18:00,공주,0.089989305
4.0,01-14 19:00,공주,0.08998187
4.0,01-14 20:00,공주,0.08997445
4.0,01-14 21:00,공주,0.089967
4.0,01-14 22:00,공주,0.08995956
4.0,01-14 23:00,공주,0.089952126
4.0,01-15 00:00,공주,0.08994469
4.0,01-15 01:00,공주,0.089937255
4.0,01-15 02:00,공주,0.08992982
4.0,01-15 03:00,공주,0.08992238
4.0,01-15 04:00,공주,0.08991493
4.0,01-15 05:00,공주,0.0899075
4.0,01-15 06:00,공주,0.08990006
4.0,01-15 07:00,공주,0.089892626
4.0,01-15 08:00,공주,0.089885205
