연도,일시,측정소,PM2.5
4.0,01-03 00:00,공주,0.080792986
4.0,01-03 01:00,공주,0.08058547
4.0,01-03 02:00,공주,0.08037796
4.0,01-03 03:00,공주,0.080170445
4.0,01-03 04:00,공주,0.07996302
4.0,01-03 05:00,공주,0.07975548
4.0,01-03 06:00,공주,0.07954802
4.0,01-03 07:00,공주,0.07934051
4.0,01-03 08:00,공주,0.07913294
4.0,01-03 09:00,공주,0.07892548
4.0,01-03 10:00,공주,0.07871794
4.0,01-03 11:00,공주,0.078510515
4.0,01-03 12:00,공주,0.07830294
4.0,01-03 13:00,공주,0.07809546
4.0,01-03 14:00,공주,0.077887975
4.0,01-03 15:00,공주,0.07768046
4.0,01-03 16:00,공주,0.07747295
4.0,01-03 17:00,공주,0.077265434
4.0,01-03 18:00,공주,0.07705795
4.0,01-03 19:00,공주,0.07685041
4.0,01-03 20:00,공주,0.07664295
4.0,01-03 21:00,공주,0.0764355
4.0,01-03 22:00,공주,0.076227896
4.0,01-03 23:00,공주,0.07602047
4.0,01-04 00:00,공주,0.07581296
4.0,01-04 01:00,공주,0.075605445
4.0,01-04 02:00,공주,0.07539796
4.0,01-04 03:00,공주,0.07519048
4.0,01-04 04:00,공주,0.07498299
4.0,01-04 05:00,공주,0.07477545
4.0,01-04 06:00,공주,0.074567966
4.0,01-04 07:00,공주,0.07436048
4.0,01-04 08:00,공주,0.07415291
4.0,01-04 09:00,공주,0.073945455
4.0,01-04 10:00,공주,0.07373791
4.0,01-04 11:00,공주,0.07353049
4.0,01-04 12:00,공주,0.073322944
4.0,01-04 13:00,공주,0.07311543
4.0,01-04 14:00,공주,0.07290792
4.0,01-04 15:00,공주,0.07270043
4.0,01-04 16:00,공주,0.07249292
4.0,01-04 17:00,공주,0.072285466
4.0,01-04 18:00,공주,0.07207795
4.0,01-04 19:00,공주,0.07187044
4.0,01-04 20:00,공주,0.071662955
4.0,01-04 21:00,공주,0.07145544
4.0,01-04 22:00,공주,0.07124799
4.0,01-04 23:00,공주,0.071040384
4.0,01-05 00:00,공주,0.0708329
4.0,01-05 01:00,공주,0.07062542
4.0,01-05 02:00,공주,0.0704179
4.0,01-05 03:00,공주,0.07021042
