연도,일시,측정소,PM2.5
4.0,01-03 00:00,공주,0.2885374
4.0,01-03 01:00,공주,0.28747523
4.0,01-03 02:00,공주,0.28641295
4.0,01-03 03:00,공주,0.28535062
4.0,01-03 04:00,공주,0.2842883
4.0,01-03 05:00,공주,0.283226
4.0,01-03 06:00,공주,0.2821638
4.0,01-03 07:00,공주,0.28110152
4.0,01-03 08:00,공주,0.28003913
4.0,01-03 09:00,공주,0.27897692
4.0,01-03 10:00,공주,0.27791464
4.0,01-03 11:00,공주,0.2768523
4.0,01-03 12:00,공주,0.27579007
4.0,01-03 13:00,공주,0.2747277
4.0,01-03 14:00,공주,0.2736655
4.0,01-03 15:00,공주,0.27260318
4.0,01-03 16:00,공주,0.27154088
4.0,01-03 17:00,공주,0.27047864
4.0,01-03 18:00,공주,0.2694164
4.0,01-03 19:00,공주,0.26835406
4.0,01-03 20:00,공주,0.26729178
4.0,01-03 21:00,공주,0.26622945
4.0,01-03 22:00,공주,0.26516724
4.0,01-03 23:00,공주,0.26410496
4.0,01-04 00:00,공주,0.26304263
4.0,01-04 01:00,공주,0.2619803
4.0,01-04 02:00,공주,0.2609182
4.0,01-04 03:00,공주,0.25985625
4.0,01-04 04:00,공주,0.25879437
4.0,01-04 05:00,공주,0.25773248
4.0,01-04 06:00,공주,0.25667062
4.0,01-04 07:00,공주,0.25560865
4.0,01-04 08:00,공주,0.2545467
4.0,01-04 09:00,공주,0.2534849
4.0,01-04 10:00,공주,0.25241596
4.0,01-04 11:00,공주,0.251327
4.0,01-04 12:00,공주,0.25023812
4.0,01-04 13:00,공주,0.24914917
4.0,01-04 14:00,공주,0.24806021
4.0,01-04 15:00,공주,0.24697131
4.0,01-04 16:00,공주,0.24588238
4.0,01-04 17:00,공주,0.24479346
4.0,01-04 18:00,공주,0.24370451
4.0,01-04 19:00,공주,0.24261577
4.0,01-04 20:00,공주,0.2415272
4.0,01-04 21:00,공주,0.2404386
4.0,01-04 22:00,공주,0.23934999
4.0,01-04 23:00,공주,0.23826142
4.0,01-05 00:00,공주,0.23717281
4.0,01-05 01:00,공주,0.23608421
4.0,01-05 02:00,공주,0.2349956
4.0,01-05 03:00,공주,0.233907
4.0,01-05 04:00,공주,0.23281842
4.0,01-05 05:00,공주,0.23172988
4.0,01-05 06:00,공주,0.23064125
4.0,01-05 07:00,공주,0.22955267
4.0,01-05 08:00,공주,0.2284641
4.0,01-05 09:00,공주,0.22737548
4.0,01-05 10:00,공주,0.22628687
4.0,01-05 11:00,공주,0.22519824
4.0,01-05 12:00,공주,0.22410966
4.0,01-05 13:00,공주,0.22302103
4.0,01-05 14:00,공주,0.22193249
4.0,01-05 15:00,공주,0.22084388
4.0,01-05 16:00,공주,0.2197553
4.0,01-05 17:00,공주,0.2186667
4.0,01-05 18:00,공주,0.21757811
4.0,01-05 19:00,공주,0.21648954
4.0,01-05 20:00,공주,0.21540096
4.0,01-05 21:00,공주,0.21431236
4.0,01-05 22:00,공주,0.21322377
4.0,01-05 23:00,공주,0.21213517
4.0,01-08 00:00,공주,0.21104659
4.0,01-08 01:00,공주,0.20995802
4.0,01-08 02:00,공주,0.2088694
4.0,01-08 03:00,공주,0.20778076
4.0,01-08 04:00,공주,0.20669217
4.0,01-08 05:00,공주,0.20560357
4.0,01-08 06:00,공주,0.20451504
4.0,01-08 07:00,공주,0.20342639
4.0,01-08 08:00,공주,0.2023378
4.0,01-08 09:00,공주,0.20124921
4.0,01-08 10:00,공주,0.20016062
4.0,01-08 11:00,공주,0.19907202
4.0,01-08 12:00,공주,0.19798344
4.0,01-08 13:00,공주,0.19689481
4.0,01-08 14:00,공주,0.1958062
4.0,01-08 15:00,공주,0.19471763
4.0,01-08 16:00,공주,0.19362903
4.0,01-08 17:00,공주,0.19254047
4.0,01-08 18:00,공주,0.1914518
4.0,01-08 19:00,공주,0.19036321
4.0,01-08 20:00,공주,0.18927464
4.0,01-08 21:00,공주,0.18818606
4.0,01-08 22:00,공주,0.18709747
4.0,01-08 23:00,공주,0.18600887
4.0,01-09 00:00,공주,0.18492028
4.0,01-09 01:00,공주,0.18383169
4.0,01-09 02:00,공주,0.18274757
4.0,01-09 03:00,공주,0.18166646
4.0,01-09 04:00,공주,0.18058537
4.0,01-09 05:00,공주,0.17950422
4.0,01-09 06:00,공주,0.17842314
4.0,01-09 07:00,공주,0.17734204
4.0,01-09 08:00,공주,0.17626092
4.0,01-09 09:00,공주,0.17517981
4.0,01-09 10:00,공주,0.1740987
4.0,01-09 11:00,공주,0.17301756
4.0,01-09 12:00,공주,0.17193648
4.0,01-09 13:00,공주,0.1708554
4.0,01-09 14:00,공주,0.1697743
4.0,01-09 15:00,공주,0.1686932
4.0,01-09 16:00,공주,0.16761209
4.0,01-09 17:00,공주,0.166531
4.0,01-09 18:00,공주,0.16544989
4.0,01-09 19:00,공주,0.16436878
4.0,01-09 20:00,공주,0.16328765
4.0,01-09 21:00,공주,0.16220655
4.0,01-09 22:00,공주,0.16112548
4.0,01-09 23:00,공주,0.16004436
4.0,01-10 00:00,공주,0.15896323
