연도,일시,측정소,PM2.5
4.0,01-03 00:00,공주,0.07976872
4.0,01-03 01:00,공주,0.07976512
4.0,01-03 02:00,공주,0.07976152
4.0,01-03 03:00,공주,0.079757914
4.0,01-03 04:00,공주,0.07975431
4.0,01-03 05:00,공주,0.0797507
4.0,01-03 06:00,공주,0.0797471
4.0,01-03 07:00,공주,0.079743505
4.0,01-03 08:00,공주,0.0797399
4.0,01-03 09:00,공주,0.07973629
4.0,01-03 10:00,공주,0.07973269
4.0,01-03 11:00,공주,0.07972909
4.0,01-03 12:00,공주,0.07972548
4.0,01-03 13:00,공주,0.07972188
4.0,01-03 14:00,공주,0.07971828
4.0,01-03 15:00,공주,0.07971467
4.0,01-03 16:00,공주,0.079711065
4.0,01-03 17:00,공주,0.079707466
4.0,01-03 18:00,공주,0.07970386
4.0,01-03 19:00,공주,0.07970026
4.0,01-03 20:00,공주,0.07969665
4.0,01-03 21:00,공주,0.07969304
4.0,01-03 22:00,공주,0.07968944
4.0,01-03 23:00,공주,0.079685874
4.0,01-04 00:00,공주,0.07968232
4.0,01-04 01:00,공주,0.07967855
4.0,01-04 02:00,공주,0.079674765
4.0,01-04 03:00,공주,0.079671
4.0,01-04 04:00,공주,0.079667225
4.0,01-04 05:00,공주,0.079663455
4.0,01-04 06:00,공주,0.07965967
4.0,01-04 07:00,공주,0.0796559
4.0,01-04 08:00,공주,0.07965212
4.0,01-04 09:00,공주,0.07964835
4.0,01-04 10:00,공주,0.079644576
4.0,01-04 11:00,공주,0.07964081
4.0,01-04 12:00,공주,0.07963705
4.0,01-04 13:00,공주,0.079633296
4.0,01-04 14:00,공주,0.07962955
4.0,01-04 15:00,공주,0.0796258
4.0,01-04 16:00,공주,0.07962206
4.0,01-04 17:00,공주,0.07961832
4.0,01-04 18:00,공주,0.07961458
4.0,01-04 19:00,공주,0.07961083
4.0,01-04 20:00,공주,0.07960709
4.0,01-04 21:00,공주,0.079603344
4.0,01-04 22:00,공주,0.07959963
4.0,01-04 23:00,공주,0.07959594
4.0,01-05 00:00,공주,0.07959226
4.0,01-05 01:00,공주,0.07958856
4.0,01-05 02:00,공주,0.07958488
4.0,01-05 03:00,공주,0.07958119
4.0,01-05 04:00,공주,0.079577506
4.0,01-05 05:00,공주,0.079573825
4.0,01-05 06:00,공주,0.07957013
4.0,01-05 07:00,공주,0.07956644
4.0,01-05 08:00,공주,0.07956275
4.0,01-05 09:00,공주,0.07955907
4.0,01-05 10:00,공주,0.07955538
4.0,01-05 11:00,공주,0.0795517
4.0,01-05 12:00,공주,0.079548
4.0,01-05 13:00,공주,0.07954432
4.0,01-05 14:00,공주,0.079540625
4.0,01-05 15:00,공주,0.079536945
4.0,01-05 16:00,공주,0.07953325
4.0,01-05 17:00,공주,0.07952957
4.0,01-05 18:00,공주,0.07952587
4.0,01-05 19:00,공주,0.07952219
4.0,01-05 20:00,공주,0.0795185
4.0,01-05 21:00,공주,0.07951481
4.0,01-05 22:00,공주,0.07951112
4.0,01-05 23:00,공주,0.07950743
4.0,01-08 00:00,공주,0.079503745
4.0,01-08 01:00,공주,0.07950005
4.0,01-08 02:00,공주,0.07949638
4.0,01-08 03:00,공주,0.07949272
4.0,01-08 04:00,공주,0.07948906
4.0,01-08 05:00,공주,0.0794854
4.0,01-08 06:00,공주,0.079481736
4.0,01-08 07:00,공주,0.07947807
4.0,01-08 08:00,공주,0.079474404
4.0,01-08 09:00,공주,0.0794708
4.0,01-08 10:00,공주,0.0794672
4.0,01-08 11:00,공주,0.07946361
4.0,01-08 12:00,공주,0.07946002
4.0,01-08 13:00,공주,0.07945642
4.0,01-08 14:00,공주,0.07945281
4.0,01-08 15:00,공주,0.07944914
4.0,01-08 16:00,공주,0.07944544
4.0,01-08 17:00,공주,0.07944174
4.0,01-08 18:00,공주,0.079438046
4.0,01-08 19:00,공주,0.07943434
4.0,01-08 20:00,공주,0.07943069
4.0,01-08 21:00,공주,0.07942711
4.0,01-08 22:00,공주,0.07942352
4.0,01-08 23:00,공주,0.079419926
4.0,01-09 00:00,공주,0.07941633
4.0,01-09 01:00,공주,0.079412736
4.0,01-09 02:00,공주,0.079409145
4.0,01-09 03:00,공주,0.07940556
4.0,01-09 04:00,공주,0.07940197
4.0,01-09 05:00,공주,0.07939837
4.0,01-09 06:00,공주,0.07939463
4.0,01-09 07:00,공주,0.079390824
4.0,01-09 08:00,공주,0.07938701
4.0,01-09 09:00,공주,0.07938321
4.0,01-09 10:00,공주,0.07937941
4.0,01-09 11:00,공주,0.079375595
4.0,01-09 12:00,공주,0.079371795
4.0,01-09 13:00,공주,0.079367995
4.0,01-09 14:00,공주,0.079364195
4.0,01-09 15:00,공주,0.0793604
4.0,01-09 16:00,공주,0.0793566
4.0,01-09 17:00,공주,0.07935281
4.0,01-09 18:00,공주,0.07934901
4.0,01-09 19:00,공주,0.07934521
