연도,일시,측정소,PM2.5
4.0,01-03 00:00,공주,0.07713012
4.0,01-03 01:00,공주,0.0771298
4.0,01-03 02:00,공주,0.07712961
4.0,01-03 03:00,공주,0.07712931
4.0,01-03 04:00,공주,0.07712909
4.0,01-03 05:00,공주,0.077128924
4.0,01-03 06:00,공주,0.07712867
4.0,01-03 07:00,공주,0.0771284
4.0,01-03 08:00,공주,0.07712815
4.0,01-03 09:00,공주,0.077127926
4.0,01-03 10:00,공주,0.07712766
4.0,01-03 11:00,공주,0.077127405
4.0,01-03 12:00,공주,0.077127226
4.0,01-03 13:00,공주,0.077127
4.0,01-03 14:00,공주,0.077126704
4.0,01-03 15:00,공주,0.077126466
4.0,01-03 16:00,공주,0.07712621
4.0,01-03 17:00,공주,0.077126004
4.0,01-03 18:00,공주,0.07712569
4.0,01-03 19:00,공주,0.07712548
4.0,01-03 20:00,공주,0.077125244
4.0,01-03 21:00,공주,0.077125005
4.0,01-03 22:00,공주,0.07712477
4.0,01-03 23:00,공주,0.07712451
4.0,01-04 00:00,공주,0.07712423
4.0,01-04 01:00,공주,0.07712399
4.0,01-04 02:00,공주,0.0771238
4.0,01-04 03:00,공주,0.077123515
4.0,01-04 04:00,공주,0.07712332
4.0,01-04 05:00,공주,0.07712302
4.0,01-04 06:00,공주,0.077122845
4.0,01-04 07:00,공주,0.07712255
4.0,01-04 08:00,공주,0.07712229
4.0,01-04 09:00,공주,0.0771221
4.0,01-04 10:00,공주,0.07712186
4.0,01-04 11:00,공주,0.07712164
4.0,01-04 12:00,공주,0.077121414
4.0,01-04 13:00,공주,0.07712116
4.0,01-04 14:00,공주,0.07712086
4.0,01-04 15:00,공주,0.07712067
4.0,01-04 16:00,공주,0.07712046
4.0,01-04 17:00,공주,0.07712021
4.0,01-04 18:00,공주,0.077119984
4.0,01-04 19:00,공주,0.07711973
4.0,01-04 20:00,공주,0.07711949
4.0,01-04 21:00,공주,0.07711927
4.0,01-04 22:00,공주,0.077119015
4.0,01-04 23:00,공주,0.07711885
4.0,01-05 00:00,공주,0.07711851
4.0,01-05 01:00,공주,0.077118345
4.0,01-05 02:00,공주,0.07711806
4.0,01-05 03:00,공주,0.07711781
4.0,01-05 04:00,공주,0.07711757
4.0,01-05 05:00,공주,0.07711736
4.0,01-05 06:00,공주,0.07711718
4.0,01-05 07:00,공주,0.077116854
4.0,01-05 08:00,공주,0.0771166
4.0,01-05 09:00,공주,0.07711639
4.0,01-05 10:00,공주,0.077116154
4.0,01-05 11:00,공주,0.0771159
4.0,01-05 12:00,공주,0.07711563
4.0,01-05 13:00,공주,0.077115454
4.0,01-05 14:00,공주,0.077115215
4.0,01-05 15:00,공주,0.0771149
