연도,일시,측정소,PM2.5
4.0,01-03 00:00,공주,0.05189911
4.0,01-03 01:00,공주,0.17569488
4.0,01-03 02:00,공주,0.054568153
4.0,01-03 03:00,공주,0.064019546
4.0,01-03 04:00,공주,0.072315514
4.0,01-03 05:00,공주,0.084476724
4.0,01-03 06:00,공주,0.08637323
4.0,01-03 07:00,공주,0.056175824
4.0,01-03 08:00,공주,0.09322559
4.0,01-03 09:00,공주,0.08309229
4.0,01-03 10:00,공주,0.08469529
4.0,01-03 11:00,공주,0.046880662
4.0,01-03 12:00,공주,0.04951361
4.0,01-03 13:00,공주,0.10984285
4.0,01-03 14:00,공주,0.059592206
4.0,01-03 15:00,공주,0.103469804
4.0,01-03 16:00,공주,0.0666701
4.0,01-03 17:00,공주,0.10301412
4.0,01-03 18:00,공주,0.06561623
4.0,01-03 19:00,공주,0.0884366
4.0,01-03 20:00,공주,0.043448616
4.0,01-03 21:00,공주,0.03637841
4.0,01-03 22:00,공주,0.07564375
4.0,01-03 23:00,공주,0.107869856
4.0,01-04 00:00,공주,0.051358603
4.0,01-04 01:00,공주,0.109515354
4.0,01-04 02:00,공주,0.13311434
4.0,01-04 03:00,공주,0.11805269
4.0,01-04 04:00,공주,0.081247285
4.0,01-04 05:00,공주,0.106249355
4.0,01-04 06:00,공주,0.12035746
4.0,01-04 07:00,공주,0.055549137
4.0,01-04 08:00,공주,0.11251679
4.0,01-04 09:00,공주,0.11052864
4.0,01-04 10:00,공주,0.09395339
4.0,01-04 11:00,공주,0.058893625
4.0,01-04 12:00,공주,0.10010069
4.0,01-04 13:00,공주,0.054690346
4.0,01-04 14:00,공주,0.05180067
4.0,01-04 15:00,공주,0.06682379
4.0,01-04 16:00,공주,0.11205912
4.0,01-04 17:00,공주,0.17589262
4.0,01-04 18:00,공주,0.119135834
4.0,01-04 19:00,공주,0.08614473
4.0,01-04 20:00,공주,0.11122008
4.0,01-04 21:00,공주,0.055891067
4.0,01-04 22:00,공주,0.051786814
4.0,01-04 23:00,공주,0.10642389
4.0,01-05 00:00,공주,0.0471916
4.0,01-05 01:00,공주,0.08022604
4.0,01-05 02:00,공주,0.094816424
4.0,01-05 03:00,공주,0.07320503
4.0,01-05 04:00,공주,0.10366388
4.0,01-05 05:00,공주,0.09344096
4.0,01-05 06:00,공주,0.06826905
4.0,01-05 07:00,공주,0.048157047
4.0,01-05 08:00,공주,0.060389087
4.0,01-05 09:00,공주,0.094501875
4.0,01-05 10:00,공주,0.09126117
4.0,01-05 11:00,공주,0.081247285
4.0,01-05 12:00,공주,0.08847463
4.0,01-05 13:00,공주,0.08058821
4.0,01-05 14:00,공주,0.09595732
4.0,01-05 15:00,공주,0.05304275
4.0,01-05 16:00,공주,0.0380025
4.0,01-05 17:00,공주,0.07079586
4.0,01-05 18:00,공주,0.047269862
4.0,01-05 19:00,공주,0.08107379
4.0,01-05 20:00,공주,0.18007767
4.0,01-05 21:00,공주,0.049218707
4.0,01-05 22:00,공주,0.0871004
4.0,01-05 23:00,공주,0.09241837
4.0,01-08 00:00,공주,0.08794013
4.0,01-08 01:00,공주,0.10680315
4.0,01-08 02:00,공주,0.16999564
4.0,01-08 03:00,공주,0.081951566
4.0,01-08 04:00,공주,0.05248256
4.0,01-08 05:00,공주,0.105803356
4.0,01-08 06:00,공주,0.08975066
4.0,01-08 07:00,공주,0.0539562
4.0,01-08 08:00,공주,0.04079231
4.0,01-08 09:00,공주,0.07471132
4.0,01-08 10:00,공주,0.09595732
4.0,01-08 11:00,공주,0.08805584
4.0,01-08 12:00,공주,0.054359216
4.0,01-08 13:00,공주,0.09419255
4.0,01-08 14:00,공주,0.09241837
4.0,01-08 15:00,공주,0.08133411
4.0,01-08 16:00,공주,0.093973346
4.0,01-08 17:00,공주,0.103469804
4.0,01-08 18:00,공주,0.09727192
4.0,01-08 19:00,공주,0.1072633
4.0,01-08 20:00,공주,0.09311346
4.0,01-08 21:00,공주,0.09150604
4.0,01-08 22:00,공주,0.106275104
4.0,01-08 23:00,공주,0.16861157
4.0,01-09 00:00,공주,0.07422915
4.0,01-09 01:00,공주,0.08796165
4.0,01-09 02:00,공주,0.044931963
4.0,01-09 03:00,공주,0.06808515
4.0,01-09 04:00,공주,0.10984285
4.0,01-09 05:00,공주,0.11052864
4.0,01-09 06:00,공주,0.08299466
4.0,01-09 07:00,공주,0.09274013
4.0,01-09 08:00,공주,0.068371184
4.0,01-09 09:00,공주,0.056274027
4.0,01-09 10:00,공주,0.046880662
4.0,01-09 11:00,공주,0.11136666
4.0,01-09 12:00,공주,0.08093929
4.0,01-09 13:00,공주,0.074126355
4.0,01-09 14:00,공주,0.11066599
4.0,01-09 15:00,공주,0.120111644
4.0,01-09 16:00,공주,0.07018204
4.0,01-09 17:00,공주,0.06808515
4.0,01-09 18:00,공주,0.08425872
4.0,01-09 19:00,공주,0.07558594
4.0,01-09 20:00,공주,0.07869245
4.0,01-09 21:00,공주,0.0944661
4.0,01-09 22:00,공주,0.04259391
4.0,01-09 23:00,공주,0.0380025
4.0,01-10 00:00,공주,0.08299466
4.0,01-10 01:00,공주,0.104483746
4.0,01-10 02:00,공주,0.06941804
4.0,01-10 03:00,공주,0.08539973
4.0,01-10 04:00,공주,0.056019414
4.0,01-10 05:00,공주,0.099538505
4.0,01-10 06:00,공주,0.118296444
4.0,01-10 07:00,공주,0.13411489
4.0,01-10 08:00,공주,0.06734702
4.0,01-10 09:00,공주,0.06968064
4.0,01-10 10:00,공주,0.1042379
4.0,01-10 11:00,공주,0.08044397
4.0,01-10 12:00,공주,0.067512676
4.0,01-10 13:00,공주,0.11169416
4.0,01-10 14:00,공주,0.07007018
4.0,01-10 15:00,공주,0.04564592
4.0,01-10 16:00,공주,0.056726813
4.0,01-10 17:00,공주,0.10118658
4.0,01-10 18:00,공주,0.10685264
4.0,01-10 19:00,공주,0.08367045
4.0,01-10 20:00,공주,0.13212353
4.0,01-10 21:00,공주,0.12075299
4.0,01-10 22:00,공주,0.05652904
4.0,01-10 23:00,공주,0.06330559
4.0,01-13 00:00,공주,0.13544397
4.0,01-13 01:00,공주,0.098044015
4.0,01-13 02:00,공주,0.09819936
4.0,01-13 03:00,공주,0.11542464
4.0,01-13 04:00,공주,0.11129516
4.0,01-13 05:00,공주,0.10062825
4.0,01-13 06:00,공주,0.075852044
4.0,01-13 07:00,공주,0.061415255
4.0,01-13 08:00,공주,0.061210576
4.0,01-13 09:00,공주,0.051589902
4.0,01-13 10:00,공주,0.07422915
4.0,01-13 11:00,공주,0.11417031
4.0,01-13 12:00,공주,0.054440144
4.0,01-13 13:00,공주,0.03725994
4.0,01-13 14:00,공주,0.09728341
4.0,01-13 15:00,공주,0.09515727
4.0,01-13 16:00,공주,0.07450332
4.0,01-13 17:00,공주,0.04631205
4.0,01-13 18:00,공주,0.04876977
4.0,01-13 19:00,공주,0.04581637
4.0,01-13 20:00,공주,0.046880662
4.0,01-13 21:00,공주,0.035664454
4.0,01-13 22:00,공주,0.04670056
4.0,01-13 23:00,공주,0.07102942
4.0,01-14 00:00,공주,0.11264816
4.0,01-14 01:00,공주,0.11126882
4.0,01-14 02:00,공주,0.0845326
4.0,01-14 03:00,공주,0.10539972
4.0,01-14 04:00,공주,0.08606083
4.0,01-14 05:00,공주,0.091903605
4.0,01-14 06:00,공주,0.06349718
4.0,01-14 07:00,공주,0.13162707
4.0,01-14 08:00,공주,0.07654995
4.0,01-14 09:00,공주,0.07936751
4.0,01-14 10:00,공주,0.101712085
4.0,01-14 11:00,공주,0.038454264
4.0,01-14 12:00,공주,0.06821216
4.0,01-14 13:00,공주,0.09839355
4.0,01-14 14:00,공주,0.06299463
4.0,01-14 15:00,공주,0.08309229
4.0,01-14 16:00,공주,0.07521728
4.0,01-14 17:00,공주,0.053756706
4.0,01-14 18:00,공주,0.103469804
4.0,01-14 19:00,공주,0.07796705
4.0,01-14 20:00,공주,0.106275104
4.0,01-14 21:00,공주,0.051778354
4.0,01-14 22:00,공주,0.08606083
4.0,01-14 23:00,공주,0.091595665
4.0,01-15 00:00,공주,0.07471132
4.0,01-15 01:00,공주,0.09344096
4.0,01-15 02:00,공주,0.05482061
4.0,01-15 03:00,공주,0.048739586
4.0,01-15 04:00,공주,0.0813666
4.0,01-15 05:00,공주,0.08904467
4.0,01-15 06:00,공주,0.09899281
4.0,01-15 07:00,공주,0.052634984
4.0,01-15 08:00,공주,0.08606083
4.0,01-15 09:00,공주,0.05789082
4.0,01-15 10:00,공주,0.038454264
4.0,01-15 11:00,공주,0.09910234
4.0,01-15 12:00,공주,0.17589262
4.0,01-15 13:00,공주,0.11504932
4.0,01-15 14:00,공주,0.08796165
4.0,01-15 15:00,공주,0.06859655
4.0,01-15 16:00,공주,0.051358603
4.0,01-15 17:00,공주,0.11143929
4.0,01-15 18:00,공주,0.112793766
4.0,01-15 19:00,공주,0.10685499
4.0,01-15 20:00,공주,0.07681342
4.0,01-15 21:00,공주,0.091041565
4.0,01-15 22:00,공주,0.05180067
4.0,01-15 23:00,공주,0.07422915
4.0,01-18 00:00,공주,0.11531175
4.0,01-18 01:00,공주,0.07530501
4.0,01-18 02:00,공주,0.050495088
4.0,01-18 03:00,공주,0.0966417
4.0,01-18 04:00,공주,0.05249231
4.0,01-18 05:00,공주,0.05977515
4.0,01-18 06:00,공주,0.16671751
4.0,01-18 07:00,공주,0.09230256
4.0,01-18 08:00,공주,0.122212194
4.0,01-18 09:00,공주,0.10277977
4.0,01-18 10:00,공주,0.04079231
4.0,01-18 11:00,공주,0.08606083
4.0,01-18 12:00,공주,0.053304046
4.0,01-18 13:00,공주,0.1351321
4.0,01-18 14:00,공주,0.08093929
4.0,01-18 15:00,공주,0.11032151
4.0,01-18 16:00,공주,0.09694333
4.0,01-18 17:00,공주,0.038454264
4.0,01-18 18:00,공주,0.09734391
4.0,01-18 19:00,공주,0.060044255
4.0,01-18 20:00,공주,0.10399836
4.0,01-18 21:00,공주,0.089900844
4.0,01-18 22:00,공주,0.097746275
4.0,01-18 23:00,공주,0.072301954
4.0,01-19 00:00,공주,0.10855265
4.0,01-19 01:00,공주,0.13478261
4.0,01-19 02:00,공주,0.035664454
4.0,01-19 03:00,공주,0.054440144
4.0,01-19 04:00,공주,0.067520835
4.0,01-19 05:00,공주,0.06859655
4.0,01-19 06:00,공주,0.092108145
4.0,01-19 07:00,공주,0.047905557
4.0,01-19 08:00,공주,0.09322559
4.0,01-19 09:00,공주,0.08299466
4.0,01-19 10:00,공주,0.07374094
4.0,01-19 11:00,공주,0.06983929
4.0,01-19 12:00,공주,0.04411495
4.0,01-19 13:00,공주,0.06447431
4.0,01-19 14:00,공주,0.056294236
4.0,01-19 15:00,공주,0.09241837
4.0,01-19 16:00,공주,0.04543304
4.0,01-19 17:00,공주,0.10343374
4.0,01-19 18:00,공주,0.0884366
4.0,01-19 19:00,공주,0.053304046
4.0,01-19 20:00,공주,0.07558594
4.0,01-19 21:00,공주,0.081153646
4.0,01-19 22:00,공주,0.06397247
4.0,01-19 23:00,공주,0.0380025
4.0,01-20 00:00,공주,0.10577855
4.0,01-20 01:00,공주,0.07422915
4.0,01-20 02:00,공주,0.0881162
4.0,01-20 03:00,공주,0.08643124
4.0,01-20 04:00,공주,0.12158951
4.0,01-20 05:00,공주,0.098801464
4.0,01-20 06:00,공주,0.13887814
4.0,01-20 07:00,공주,0.086208895
4.0,01-20 08:00,공주,0.08150961
4.0,01-20 09:00,공주,0.061415255
4.0,01-20 10:00,공주,0.096736304
4.0,01-20 11:00,공주,0.08425872
4.0,01-20 12:00,공주,0.046880662
4.0,01-20 13:00,공주,0.086453475
4.0,01-20 14:00,공주,0.045035664
4.0,01-20 15:00,공주,0.0471916
4.0,01-20 16:00,공주,0.066096574
4.0,01-20 17:00,공주,0.058333714
4.0,01-20 18:00,공주,0.07568887
4.0,01-20 19:00,공주,0.115231216
4.0,01-20 20:00,공주,0.09396176
4.0,01-20 21:00,공주,0.07558594
4.0,01-20 22:00,공주,0.078438476
4.0,01-20 23:00,공주,0.08847463
4.0,01-23 00:00,공주,0.10642717
4.0,01-23 01:00,공주,0.10322441
4.0,01-23 02:00,공주,0.063470714
4.0,01-23 03:00,공주,0.0764693
4.0,01-23 04:00,공주,0.052634984
4.0,01-23 05:00,공주,0.085687414
4.0,01-23 06:00,공주,0.054440144
4.0,01-23 07:00,공주,0.1608725
4.0,01-23 08:00,공주,0.09444142
4.0,01-23 09:00,공주,0.08425872
4.0,01-23 10:00,공주,0.10680315
4.0,01-23 11:00,공주,0.11205912
4.0,01-23 12:00,공주,0.11052864
4.0,01-23 13:00,공주,0.08185962
4.0,01-23 14:00,공주,0.089900844
4.0,01-23 15:00,공주,0.067520835
4.0,01-23 16:00,공주,0.09285666
4.0,01-23 17:00,공주,0.07276928
4.0,01-23 18:00,공주,0.074383825
4.0,01-23 19:00,공주,0.107515045
4.0,01-23 20:00,공주,0.07111569
4.0,01-23 21:00,공주,0.04564592
4.0,01-23 22:00,공주,0.09653867
4.0,01-23 23:00,공주,0.12451469
4.0,01-24 00:00,공주,0.109515354
4.0,01-24 01:00,공주,0.097746275
4.0,01-24 02:00,공주,0.08299466
4.0,01-24 03:00,공주,0.107059404
4.0,01-24 04:00,공주,0.07238415
4.0,01-24 05:00,공주,0.10550469
4.0,01-24 06:00,공주,0.13162707
4.0,01-24 07:00,공주,0.051358603
4.0,01-24 08:00,공주,0.12010668
4.0,01-24 09:00,공주,0.09910234
4.0,01-24 10:00,공주,0.07989835
4.0,01-24 11:00,공주,0.09310153
4.0,01-24 12:00,공주,0.061639745
4.0,01-24 13:00,공주,0.0944661
4.0,01-24 14:00,공주,0.11066599
4.0,01-24 15:00,공주,0.12182326
4.0,01-24 16:00,공주,0.07530501
4.0,01-24 17:00,공주,0.07568887
4.0,01-24 18:00,공주,0.11931367
4.0,01-24 19:00,공주,0.07435732
4.0,01-24 20:00,공주,0.13045047
4.0,01-24 21:00,공주,0.060389087
4.0,01-24 22:00,공주,0.06808515
4.0,01-24 23:00,공주,0.09413629
4.0,01-25 00:00,공주,0.0959253
4.0,01-25 01:00,공주,0.10297004
4.0,01-25 02:00,공주,0.08370462
4.0,01-25 03:00,공주,0.10118658
4.0,01-25 04:00,공주,0.09396176
4.0,01-25 05:00,공주,0.14009976
4.0,01-25 06:00,공주,0.07422915
4.0,01-25 07:00,공주,0.08733244
4.0,01-25 08:00,공주,0.08142288
4.0,01-25 09:00,공주,0.0510311
4.0,01-25 10:00,공주,0.055812072
4.0,01-25 11:00,공주,0.08425872
4.0,01-25 12:00,공주,0.06302575
4.0,01-25 13:00,공주,0.0837954
4.0,01-25 14:00,공주,0.10022148
4.0,01-25 15:00,공주,0.0666701
4.0,01-25 16:00,공주,0.15153573
4.0,01-25 17:00,공주,0.06223676
4.0,01-25 18:00,공주,0.087024614
4.0,01-25 19:00,공주,0.05179608
4.0,01-25 20:00,공주,0.090462774
4.0,01-25 21:00,공주,0.046880662
4.0,01-25 22:00,공주,0.08425872
4.0,01-25 23:00,공주,0.08127674
4.0,01-28 00:00,공주,0.10685499
4.0,01-28 01:00,공주,0.08534497
4.0,01-28 02:00,공주,0.08171004
4.0,01-28 03:00,공주,0.08569835
4.0,01-28 04:00,공주,0.097270824
4.0,01-28 05:00,공주,0.098248824
4.0,01-28 06:00,공주,0.14428145
4.0,01-28 07:00,공주,0.08093929
4.0,01-28 08:00,공주,0.04912722
4.0,01-28 09:00,공주,0.05248256
4.0,01-28 10:00,공주,0.07575534
4.0,01-28 11:00,공주,0.047111962
4.0,01-28 12:00,공주,0.08922037
4.0,01-28 13:00,공주,0.089900844
4.0,01-28 14:00,공주,0.10062825
4.0,01-28 15:00,공주,0.05467145
4.0,01-28 16:00,공주,0.061677802
4.0,01-28 17:00,공주,0.07433901
4.0,01-28 18:00,공주,0.056726813
4.0,01-28 19:00,공주,0.08142288
4.0,01-28 20:00,공주,0.08133411
4.0,01-28 21:00,공주,0.09498666
4.0,01-28 22:00,공주,0.059592206
4.0,01-28 23:00,공주,0.05248256
4.0,01-29 00:00,공주,0.08194441
4.0,01-29 01:00,공주,0.098283224
4.0,01-29 02:00,공주,0.08206371
4.0,01-29 03:00,공주,0.06593892
4.0,01-29 04:00,공주,0.056294236
4.0,01-29 05:00,공주,0.10634144
4.0,01-29 06:00,공주,0.058333714
4.0,01-29 07:00,공주,0.06859655
4.0,01-29 08:00,공주,0.05364526
4.0,01-29 09:00,공주,0.0764982
4.0,01-29 10:00,공주,0.11423556
4.0,01-29 11:00,공주,0.05304275
4.0,01-29 12:00,공주,0.048739586
4.0,01-29 13:00,공주,0.08171004
4.0,01-29 14:00,공주,0.096939534
4.0,01-29 15:00,공주,0.07320503
4.0,01-29 16:00,공주,0.061359275
4.0,01-29 17:00,공주,0.048739586
4.0,01-29 18:00,공주,0.09017495
4.0,01-29 19:00,공주,0.0884366
4.0,01-29 20:00,공주,0.051358603
4.0,01-29 21:00,공주,0.089900844
4.0,01-29 22:00,공주,0.08169837
4.0,01-29 23:00,공주,0.15561827
4.0,01-30 00:00,공주,0.053413957
4.0,01-30 01:00,공주,0.089900844
4.0,01-30 02:00,공주,0.078567065
4.0,01-30 03:00,공주,0.074759044
4.0,01-30 04:00,공주,0.084282376
4.0,01-30 05:00,공주,0.08647223
4.0,01-30 06:00,공주,0.07152345
4.0,01-30 07:00,공주,0.104483746
4.0,01-30 08:00,공주,0.094501875
4.0,01-30 09:00,공주,0.06859655
4.0,01-30 10:00,공주,0.10775956
4.0,01-30 11:00,공주,0.055098116
4.0,01-30 12:00,공주,0.07796705
4.0,01-30 13:00,공주,0.104483746
4.0,01-30 14:00,공주,0.051589902
4.0,01-30 15:00,공주,0.06114954
4.0,01-30 16:00,공주,0.11396494
4.0,01-30 17:00,공주,0.07492979
4.0,01-30 18:00,공주,0.088171616
4.0,01-30 19:00,공주,0.08069283
4.0,01-30 20:00,공주,0.09912841
4.0,01-30 21:00,공주,0.09465497
4.0,01-30 22:00,공주,0.11126882
4.0,01-30 23:00,공주,0.11624865
4.0,02-02 00:00,공주,0.11123726
4.0,02-02 01:00,공주,0.048667345
4.0,02-02 02:00,공주,0.09899718
4.0,02-02 03:00,공주,0.048157047
4.0,02-02 04:00,공주,0.11127957
4.0,02-02 05:00,공주,0.05482061
4.0,02-02 06:00,공주,0.056495503
4.0,02-02 07:00,공주,0.10984285
4.0,02-02 08:00,공주,0.103333846
4.0,02-02 09:00,공주,0.06859655
4.0,02-02 10:00,공주,0.07989835
4.0,02-02 11:00,공주,0.048157047
4.0,02-02 12:00,공주,0.16631278
4.0,02-02 13:00,공주,0.13887814
4.0,02-02 14:00,공주,0.0981694
4.0,02-02 15:00,공주,0.038454264
4.0,02-02 16:00,공주,0.096259475
4.0,02-02 17:00,공주,0.10062825
4.0,02-02 18:00,공주,0.078373194
4.0,02-02 19:00,공주,0.06299463
4.0,02-02 20:00,공주,0.051358603
4.0,02-02 21:00,공주,0.106275104
4.0,02-02 22:00,공주,0.08008246
4.0,02-02 23:00,공주,0.07681441
4.0,02-03 00:00,공주,0.114363536
4.0,02-03 01:00,공주,0.088508844
4.0,02-03 02:00,공주,0.08549422
4.0,02-03 03:00,공주,0.06976527
4.0,02-03 04:00,공주,0.045688223
4.0,02-03 05:00,공주,0.063470714
4.0,02-03 06:00,공주,0.07901842
4.0,02-03 07:00,공주,0.08293137
4.0,02-03 08:00,공주,0.07652528
4.0,02-03 09:00,공주,0.091595665
4.0,02-03 10:00,공주,0.13549657
4.0,02-03 11:00,공주,0.09313782
4.0,02-03 12:00,공주,0.10492958
4.0,02-03 13:00,공주,0.11258935
4.0,02-03 14:00,공주,0.081153646
4.0,02-03 15:00,공주,0.17589262
4.0,02-03 16:00,공주,0.09049197
4.0,02-03 17:00,공주,0.06299463
4.0,02-03 18:00,공주,0.07058676
4.0,02-03 19:00,공주,0.0901218
4.0,02-03 20:00,공주,0.078779176
4.0,02-03 21:00,공주,0.07936751
4.0,02-03 22:00,공주,0.07199913
4.0,02-03 23:00,공주,0.05179608
4.0,02-04 00:00,공주,0.08658797
4.0,02-04 01:00,공주,0.113859504
4.0,02-04 02:00,공주,0.049218707
4.0,02-04 03:00,공주,0.07961392
4.0,02-04 04:00,공주,0.06154695
4.0,02-04 05:00,공주,0.10680315
4.0,02-04 06:00,공주,0.08647223
4.0,02-04 07:00,공주,0.12182326
4.0,02-04 08:00,공주,0.08425872
4.0,02-04 09:00,공주,0.061415255
4.0,02-04 10:00,공주,0.096577905
4.0,02-04 11:00,공주,0.09049197
4.0,02-04 12:00,공주,0.066954106
4.0,02-04 13:00,공주,0.076511696
4.0,02-04 14:00,공주,0.07111569
4.0,02-04 15:00,공주,0.058707796
4.0,02-04 16:00,공주,0.1004434
4.0,02-04 17:00,공주,0.10068285
4.0,02-04 18:00,공주,0.10492958
4.0,02-04 19:00,공주,0.09912841
4.0,02-04 20:00,공주,0.09344096
4.0,02-04 21:00,공주,0.08370462
4.0,02-04 22:00,공주,0.08666294
4.0,02-04 23:00,공주,0.08939586
4.0,02-07 00:00,공주,0.070236675
4.0,02-07 01:00,공주,0.059247166
4.0,02-07 02:00,공주,0.06128219
4.0,02-07 03:00,공주,0.07909429
4.0,02-07 04:00,공주,0.08115793
4.0,02-07 05:00,공주,0.09215281
4.0,02-07 06:00,공주,0.09772913
4.0,02-07 07:00,공주,0.11524949
4.0,02-07 08:00,공주,0.047905557
4.0,02-07 09:00,공주,0.048157047
4.0,02-07 10:00,공주,0.055098116
4.0,02-07 11:00,공주,0.087244734
4.0,02-07 12:00,공주,0.052242294
4.0,02-07 13:00,공주,0.102146626
4.0,02-07 14:00,공주,0.05385603
4.0,02-07 15:00,공주,0.059452884
4.0,02-07 16:00,공주,0.065675065
4.0,02-07 17:00,공주,0.06906032
4.0,02-07 18:00,공주,0.07471132
4.0,02-07 19:00,공주,0.06447431
4.0,02-07 20:00,공주,0.0539562
4.0,02-07 21:00,공주,0.051077627
4.0,02-07 22:00,공주,0.038454264
4.0,02-07 23:00,공주,0.06691131
4.0,02-08 00:00,공주,0.15153573
4.0,02-08 01:00,공주,0.10317414
4.0,02-08 02:00,공주,0.046408813
4.0,02-08 03:00,공주,0.13040544
4.0,02-08 04:00,공주,0.118033096
4.0,02-08 05:00,공주,0.08555167
4.0,02-08 06:00,공주,0.05894414
4.0,02-08 07:00,공주,0.07286632
4.0,02-08 08:00,공주,0.061639745
4.0,02-08 09:00,공주,0.054493107
4.0,02-08 10:00,공주,0.044189397
4.0,02-08 11:00,공주,0.07681441
4.0,02-08 12:00,공주,0.07320503
4.0,02-08 13:00,공주,0.11542086
4.0,02-08 14:00,공주,0.074326284
4.0,02-08 15:00,공주,0.12535158
4.0,02-08 16:00,공주,0.0556421
4.0,02-08 17:00,공주,0.10355472
4.0,02-08 18:00,공주,0.109515354
4.0,02-08 19:00,공주,0.07471132
4.0,02-08 20:00,공주,0.064271025
4.0,02-08 21:00,공주,0.055716533
4.0,02-08 22:00,공주,0.10747099
4.0,02-08 23:00,공주,0.08093929
4.0,02-09 00:00,공주,0.10496406
4.0,02-09 01:00,공주,0.07111569
4.0,02-09 02:00,공주,0.09594782
4.0,02-09 03:00,공주,0.06299463
4.0,02-09 04:00,공주,0.11087242
4.0,02-09 05:00,공주,0.07558594
4.0,02-09 06:00,공주,0.11065154
4.0,02-09 07:00,공주,0.054359216
4.0,02-09 08:00,공주,0.07422915
4.0,02-09 09:00,공주,0.050495088
4.0,02-09 10:00,공주,0.13413155
4.0,02-09 11:00,공주,0.08016749
4.0,02-09 12:00,공주,0.10583778
4.0,02-09 13:00,공주,0.09910234
4.0,02-09 14:00,공주,0.11542464
4.0,02-09 15:00,공주,0.09882151
4.0,02-09 16:00,공주,0.09910234
4.0,02-09 17:00,공주,0.09727195
4.0,02-09 18:00,공주,0.06821216
4.0,02-09 19:00,공주,0.05482061
4.0,02-09 20:00,공주,0.076486915
4.0,02-09 21:00,공주,0.06223676
4.0,02-09 22:00,공주,0.08942456
4.0,02-09 23:00,공주,0.11205474
4.0,02-12 00:00,공주,0.088171616
4.0,02-12 01:00,공주,0.08975066
4.0,02-12 02:00,공주,0.06033157
4.0,02-12 03:00,공주,0.07989835
4.0,02-12 04:00,공주,0.076949835
4.0,02-12 05:00,공주,0.07992208
4.0,02-12 06:00,공주,0.057932004
4.0,02-12 07:00,공주,0.060389087
4.0,02-12 08:00,공주,0.07374094
4.0,02-12 09:00,공주,0.120806046
4.0,02-12 10:00,공주,0.038454264
4.0,02-12 11:00,공주,0.07320503
4.0,02-12 12:00,공주,0.08093929
4.0,02-12 13:00,공주,0.07869245
4.0,02-12 14:00,공주,0.081357084
4.0,02-12 15:00,공주,0.056900952
4.0,02-12 16:00,공주,0.044189397
4.0,02-12 17:00,공주,0.07558594
4.0,02-12 18:00,공주,0.08637323
4.0,02-12 19:00,공주,0.09313782
4.0,02-12 20:00,공주,0.054638237
4.0,02-12 21:00,공주,0.080276005
4.0,02-12 22:00,공주,0.06299463
4.0,02-12 23:00,공주,0.051077627
4.0,02-13 00:00,공주,0.101712085
4.0,02-13 01:00,공주,0.060389087
4.0,02-13 02:00,공주,0.120111644
4.0,02-13 03:00,공주,0.063273355
4.0,02-13 04:00,공주,0.11838019
4.0,02-13 05:00,공주,0.056693602
4.0,02-13 06:00,공주,0.08755443
4.0,02-13 07:00,공주,0.06228998
4.0,02-13 08:00,공주,0.07102942
4.0,02-13 09:00,공주,0.06879911
4.0,02-13 10:00,공주,0.051358603
4.0,02-13 11:00,공주,0.048739586
4.0,02-13 12:00,공주,0.067681715
4.0,02-13 13:00,공주,0.07422915
4.0,02-13 14:00,공주,0.07575534
4.0,02-13 15:00,공주,0.113859504
4.0,02-13 16:00,공주,0.06941804
4.0,02-13 17:00,공주,0.09837697
4.0,02-13 18:00,공주,0.067681715
4.0,02-13 19:00,공주,0.07287442
4.0,02-13 20:00,공주,0.10577855
4.0,02-13 21:00,공주,0.054743916
4.0,02-13 22:00,공주,0.07681441
4.0,02-13 23:00,공주,0.06349718
4.0,02-14 00:00,공주,0.08309229
4.0,02-14 01:00,공주,0.12182326
4.0,02-14 02:00,공주,0.10187238
4.0,02-14 03:00,공주,0.14560053
4.0,02-14 04:00,공주,0.13699041
4.0,02-14 05:00,공주,0.13040544
4.0,02-14 06:00,공주,0.09099712
4.0,02-14 07:00,공주,0.1051852
4.0,02-14 08:00,공주,0.038126763
4.0,02-14 09:00,공주,0.076756895
4.0,02-14 10:00,공주,0.059155207
4.0,02-14 11:00,공주,0.08221583
4.0,02-14 12:00,공주,0.058707796
4.0,02-14 13:00,공주,0.054690346
4.0,02-14 14:00,공주,0.067681715
4.0,02-14 15:00,공주,0.047785815
4.0,02-14 16:00,공주,0.103469804
4.0,02-14 17:00,공주,0.07951208
4.0,02-14 18:00,공주,0.0957696
