연도,일시,측정소,PM2.5
4.0,01-03 00:00,공주,0.06811222
4.0,01-03 01:00,공주,0.06811222
4.0,01-03 02:00,공주,0.068112224
4.0,01-03 03:00,공주,0.068112224
4.0,01-03 04:00,공주,0.068112224
4.0,01-03 05:00,공주,0.068112224
4.0,01-03 06:00,공주,0.06811223
4.0,01-03 07:00,공주,0.06811224
4.0,01-03 08:00,공주,0.06811224
4.0,01-03 09:00,공주,0.06811224
4.0,01-03 10:00,공주,0.06811225
4.0,01-03 11:00,공주,0.068112254
4.0,01-03 12:00,공주,0.068112254
4.0,01-03 13:00,공주,0.068112254
4.0,01-03 14:00,공주,0.068112254
4.0,01-03 15:00,공주,0.06811226
4.0,01-03 16:00,공주,0.06811226
4.0,01-03 17:00,공주,0.06811227
4.0,01-03 18:00,공주,0.06811227
4.0,01-03 19:00,공주,0.06811228
4.0,01-03 20:00,공주,0.06811228
4.0,01-03 21:00,공주,0.06811228
4.0,01-03 22:00,공주,0.068112284
4.0,01-03 23:00,공주,0.068112284
4.0,01-04 00:00,공주,0.068112284
4.0,01-04 01:00,공주,0.06811229
4.0,01-04 02:00,공주,0.06811229
4.0,01-04 03:00,공주,0.0681123
4.0,01-04 04:00,공주,0.0681123
4.0,01-04 05:00,공주,0.0681123
4.0,01-04 06:00,공주,0.0681123
4.0,01-04 07:00,공주,0.06811231
4.0,01-04 08:00,공주,0.06811231
4.0,01-04 09:00,공주,0.068112314
4.0,01-04 10:00,공주,0.068112314
4.0,01-04 11:00,공주,0.068112314
4.0,01-04 12:00,공주,0.068112314
4.0,01-04 13:00,공주,0.06811232
4.0,01-04 14:00,공주,0.06811233
4.0,01-04 15:00,공주,0.06811233
4.0,01-04 16:00,공주,0.06811233
4.0,01-04 17:00,공주,0.068112336
4.0,01-04 18:00,공주,0.068112336
4.0,01-04 19:00,공주,0.068112336
4.0,01-04 20:00,공주,0.068112336
4.0,01-04 21:00,공주,0.06811234
4.0,01-04 22:00,공주,0.06811234
4.0,01-04 23:00,공주,0.06811234
4.0,01-05 00:00,공주,0.06811235
4.0,01-05 01:00,공주,0.06811235
4.0,01-05 02:00,공주,0.06811236
4.0,01-05 03:00,공주,0.06811236
4.0,01-05 04:00,공주,0.06811236
4.0,01-05 05:00,공주,0.068112366
4.0,01-05 06:00,공주,0.068112366
4.0,01-05 07:00,공주,0.06811237
4.0,01-05 08:00,공주,0.06811237
4.0,01-05 09:00,공주,0.06811237
4.0,01-05 10:00,공주,0.06811237
4.0,01-05 11:00,공주,0.06811238
4.0,01-05 12:00,공주,0.06811238
4.0,01-05 13:00,공주,0.06811238
4.0,01-05 14:00,공주,0.06811239
4.0,01-05 15:00,공주,0.06811239
4.0,01-05 16:00,공주,0.068112396
4.0,01-05 17:00,공주,0.068112396
4.0,01-05 18:00,공주,0.068112396
4.0,01-05 19:00,공주,0.0681124
4.0,01-05 20:00,공주,0.0681124
4.0,01-05 21:00,공주,0.0681124
4.0,01-05 22:00,공주,0.0681124
4.0,01-05 23:00,공주,0.06811241
4.0,01-08 00:00,공주,0.06811241
4.0,01-08 01:00,공주,0.06811242
4.0,01-08 02:00,공주,0.06811242
4.0,01-08 03:00,공주,0.06811242
4.0,01-08 04:00,공주,0.068112426
4.0,01-08 05:00,공주,0.06811243
4.0,01-08 06:00,공주,0.06811243
4.0,01-08 07:00,공주,0.06811243
4.0,01-08 08:00,공주,0.06811243
4.0,01-08 09:00,공주,0.06811243
4.0,01-08 10:00,공주,0.06811244
4.0,01-08 11:00,공주,0.06811244
4.0,01-08 12:00,공주,0.06811245
4.0,01-08 13:00,공주,0.06811245
4.0,01-08 14:00,공주,0.06811245
4.0,01-08 15:00,공주,0.068112455
4.0,01-08 16:00,공주,0.068112455
4.0,01-08 17:00,공주,0.06811246
4.0,01-08 18:00,공주,0.06811246
4.0,01-08 19:00,공주,0.06811246
4.0,01-08 20:00,공주,0.06811246
4.0,01-08 21:00,공주,0.06811247
4.0,01-08 22:00,공주,0.06811247
4.0,01-08 23:00,공주,0.06811247
4.0,01-09 00:00,공주,0.06811248
4.0,01-09 01:00,공주,0.06811248
4.0,01-09 02:00,공주,0.06811248
4.0,01-09 03:00,공주,0.068112485
4.0,01-09 04:00,공주,0.068112485
4.0,01-09 05:00,공주,0.06811249
4.0,01-09 06:00,공주,0.06811249
4.0,01-09 07:00,공주,0.06811249
4.0,01-09 08:00,공주,0.0681125
4.0,01-09 09:00,공주,0.0681125
4.0,01-09 10:00,공주,0.06811251
4.0,01-09 11:00,공주,0.06811251
4.0,01-09 12:00,공주,0.06811251
4.0,01-09 13:00,공주,0.06811251
4.0,01-09 14:00,공주,0.06811251
4.0,01-09 15:00,공주,0.068112515
4.0,01-09 16:00,공주,0.06811252
4.0,01-09 17:00,공주,0.06811252
4.0,01-09 18:00,공주,0.06811252
4.0,01-09 19:00,공주,0.06811252
4.0,01-09 20:00,공주,0.06811253
4.0,01-09 21:00,공주,0.06811253
4.0,01-09 22:00,공주,0.06811254
4.0,01-09 23:00,공주,0.06811254
4.0,01-10 00:00,공주,0.06811254
4.0,01-10 01:00,공주,0.06811254
4.0,01-10 02:00,공주,0.06811254
4.0,01-10 03:00,공주,0.068112545
4.0,01-10 04:00,공주,0.06811255
4.0,01-10 05:00,공주,0.06811255
4.0,01-10 06:00,공주,0.06811255
4.0,01-10 07:00,공주,0.06811255
4.0,01-10 08:00,공주,0.06811256
4.0,01-10 09:00,공주,0.06811256
4.0,01-10 10:00,공주,0.06811256
4.0,01-10 11:00,공주,0.06811257
4.0,01-10 12:00,공주,0.06811257
4.0,01-10 13:00,공주,0.06811257
4.0,01-10 14:00,공주,0.068112575
4.0,01-10 15:00,공주,0.068112575
4.0,01-10 16:00,공주,0.06811258
4.0,01-10 17:00,공주,0.06811258
4.0,01-10 18:00,공주,0.06811258
4.0,01-10 19:00,공주,0.06811258
4.0,01-10 20:00,공주,0.06811259
4.0,01-10 21:00,공주,0.06811259
4.0,01-10 22:00,공주,0.0681126
