연도,일시,측정소,PM2.5
4,01-03 00:00,공주,0.11671892
4,01-03 01:00,공주,0.11397696
4,01-03 02:00,공주,0.11225521
4,01-03 03:00,공주,0.1134439
4,01-03 04:00,공주,0.11308403
4,01-03 05:00,공주,0.11428886
4,01-03 06:00,공주,0.1145307
4,01-03 07:00,공주,0.120220415
4,01-03 08:00,공주,0.13315971
4,01-03 09:00,공주,0.13416892
4,01-03 10:00,공주,0.123038284
4,01-03 11:00,공주,0.10336969
4,01-03 12:00,공주,0.091713876
4,01-03 13:00,공주,0.09922239
4,01-03 14:00,공주,0.09868898
4,01-03 15:00,공주,0.097867854
4,01-03 16:00,공주,0.10188229
4,01-03 17:00,공주,0.106287315
4,01-03 18:00,공주,0.11280048
4,01-03 19:00,공주,0.11703836
4,01-03 20:00,공주,0.111653015
4,01-03 21:00,공주,0.10498801
4,01-03 22:00,공주,0.10501023
4,01-03 23:00,공주,0.11132602
4,01-04 00:00,공주,0.11671892
4,01-04 01:00,공주,0.11397696
4,01-04 02:00,공주,0.11225521
4,01-04 03:00,공주,0.1134439
4,01-04 04:00,공주,0.11308403
4,01-04 05:00,공주,0.11428886
4,01-04 06:00,공주,0.1145307
4,01-04 07:00,공주,0.120220415
4,01-04 08:00,공주,0.13315971
4,01-04 09:00,공주,0.13416892
4,01-04 10:00,공주,0.123038284
4,01-04 11:00,공주,0.10336969
4,01-04 12:00,공주,0.091713876
4,01-04 13:00,공주,0.09922239
4,01-04 14:00,공주,0.09868898
4,01-04 15:00,공주,0.097867854
4,01-04 16:00,공주,0.10188229
4,01-04 17:00,공주,0.106287315
4,01-04 18:00,공주,0.11280048
4,01-04 19:00,공주,0.11703836
4,01-04 20:00,공주,0.111653015
4,01-04 21:00,공주,0.10498801
4,01-04 22:00,공주,0.10501023
4,01-04 23:00,공주,0.11132602
4,01-05 00:00,공주,0.11671892
4,01-05 01:00,공주,0.11397696
4,01-05 02:00,공주,0.11225521
4,01-05 03:00,공주,0.1134439
4,01-05 04:00,공주,0.11308403
4,01-05 05:00,공주,0.11428886
4,01-05 06:00,공주,0.1145307
4,01-05 07:00,공주,0.120220415
4,01-05 08:00,공주,0.13315971
4,01-05 09:00,공주,0.13416892
4,01-05 10:00,공주,0.123038284
4,01-05 11:00,공주,0.10336969
4,01-05 12:00,공주,0.091713876
4,01-05 13:00,공주,0.09922239
4,01-05 14:00,공주,0.09868898
4,01-05 15:00,공주,0.097867854
4,01-05 16:00,공주,0.10188229
4,01-05 17:00,공주,0.106287315
4,01-05 18:00,공주,0.11280048
4,01-05 19:00,공주,0.11703836
4,01-05 20:00,공주,0.111653015
4,01-05 21:00,공주,0.10498801
4,01-05 22:00,공주,0.10501023
4,01-05 23:00,공주,0.11132602
4,01-08 00:00,공주,0.11671892
4,01-08 01:00,공주,0.11397696
4,01-08 02:00,공주,0.11225521
4,01-08 03:00,공주,0.1134439
4,01-08 04:00,공주,0.11308403
4,01-08 05:00,공주,0.11428886
4,01-08 06:00,공주,0.1145307
4,01-08 07:00,공주,0.120220415
4,01-08 08:00,공주,0.13315971
4,01-08 09:00,공주,0.13416892
4,01-08 10:00,공주,0.123038284
4,01-08 11:00,공주,0.10336969
4,01-08 12:00,공주,0.091713876
4,01-08 13:00,공주,0.09922239
4,01-08 14:00,공주,0.09868898
4,01-08 15:00,공주,0.097867854
4,01-08 16:00,공주,0.10188229
4,01-08 17:00,공주,0.106287315
4,01-08 18:00,공주,0.11280048
4,01-08 19:00,공주,0.11703836
