Id,SalePrice
1461,93000.0
1462,166000.0
1463,192800.0
1464,215600.0
1465,180400.0
1466,181700.0
1467,168600.0
1468,176100.0
1469,179900.0
1470,130100.0
1471,180600.0
1472,94400.0
1473,95300.0
1474,129500.0
1475,91900.0
1476,327400.0
1477,251800.0
1478,287900.0
1479,287700.0
1480,369700.0
1481,291800.0
1482,223600.0
1483,188900.0
1484,192200.0
1485,213100.0
1486,213800.0
1487,290000.0
1488,200800.0
1489,207700.0
1490,234600.0
1491,209800.0
1492,69000.0
1493,193000.0
1494,247300.0
1495,242400.0
1496,233500.0
1497,170800.0
1498,196700.0
1499,183600.0
1500,189800.0
1501,204900.0
1502,183800.0
1503,258500.0
1504,231500.0
1505,203100.0
1506,180500.0
1507,219100.0
1508,180200.0
1509,148200.0
1510,149000.0
1511,148700.0
1512,152200.0
1513,111800.0
1514,141600.0
1515,152700.0
1516,138200.0
1517,166100.0
1518,99700.0
1519,205000.0
1520,133900.0
1521,136400.0
1522,165300.0
1523,93400.0
1524,92200.0
1525,102600.0
1526,103400.0
1527,104600.0
1528,114400.0
1529,142100.0
1530,185000.0
1531,147000.0
1532,92200.0
1533,134600.0
1534,103400.0
1535,121300.0
1536,91100.0
1537,52700.0
1538,136800.0
1539,152800.0
1540,80500.0
1541,125500.0
1542,104600.0
1543,150700.0
1544,63500.0
1545,95600.0
1546,115600.0
1547,124800.0
1548,101700.0
1549,114000.0
1550,102700.0
1551,92600.0
1552,110600.0
1553,149400.0
1554,107300.0
1555,142100.0
1556,95100.0
1557,91400.0
1558,114800.0
1559,104800.0
1560,115800.0
1561,110400.0
1562,140800.0
1563,130400.0
1564,159700.0
1565,149300.0
1566,224000.0
1567,81200.0
1568,253900.0
1569,132200.0
1570,146100.0
1571,108400.0
1572,136400.0
1573,244300.0
1574,115200.0
1575,235800.0
1576,245500.0
1577,193200.0
1578,136500.0
1579,151400.0
1580,179100.0
1581,163600.0
1582,117700.0
1583,242800.0
1584,210200.0
1585,172900.0
1586,65400.0
1587,99200.0
1588,151400.0
1589,86600.0
1590,117300.0
1591,115700.0
1592,116500.0
1593,118700.0
1594,114400.0
1595,116800.0
1596,204700.0
1597,164900.0
1598,205500.0
1599,186600.0
1600,166300.0
1601,57100.0
1602,112200.0
1603,81100.0
1604,295100.0
1605,219400.0
1606,136800.0
1607,134200.0
1608,250300.0
1609,197300.0
1610,178700.0
1611,138700.0
1612,183300.0
1613,154300.0
1614,143700.0
1615,105800.0
1616,87200.0
1617,92100.0
1618,111700.0
1619,133800.0
1620,148800.0
1621,138900.0
1622,153500.0
1623,247400.0
1624,232500.0
1625,107500.0
1626,160000.0
1627,198200.0
1628,268300.0
1629,173700.0
1630,265500.0
1631,222400.0
1632,211100.0
1633,192100.0
1634,203500.0
1635,198500.0
1636,150900.0
1637,178900.0
1638,176800.0
1639,161000.0
1640,203500.0
1641,165100.0
1642,240500.0
1643,203800.0
1644,224900.0
1645,184500.0
1646,168200.0
1647,147600.0
1648,114700.0
1649,142700.0
1650,108900.0
1651,104300.0
1652,94500.0
1653,99200.0
1654,124100.0
1655,108700.0
1656,125800.0
1657,127600.0
1658,154000.0
1659,96000.0
1660,172800.0
1661,357600.0
1662,306700.0
1663,316100.0
1664,355300.0
1665,268400.0
1666,306800.0
1667,334200.0
1668,317400.0
1669,299000.0
1670,311000.0
1671,263900.0
1672,328200.0
1673,271800.0
1674,226100.0
1675,217700.0
1676,228800.0
1677,224500.0
1678,376000.0
1679,337200.0
1680,312500.0
1681,248300.0
1682,295600.0
1683,195600.0
1684,196800.0
1685,214400.0
1686,196400.0
1687,198300.0
1688,221500.0
1689,216300.0
1690,226000.0
1691,224200.0
1692,265900.0
1693,200200.0
1694,202000.0
1695,149900.0
1696,242600.0
1697,168000.0
1698,273100.0
1699,277000.0
1700,255300.0
1701,252500.0
1702,220500.0
1703,217300.0
1704,241000.0
1705,281500.0
1706,331200.0
1707,234100.0
1708,193000.0
1709,229000.0
1710,211700.0
1711,286200.0
1712,250600.0
1713,223500.0
1714,210400.0
1715,215400.0
1716,177100.0
1717,190200.0
1718,138600.0
1719,230300.0
1720,219200.0
1721,161200.0
1722,131100.0
1723,159200.0
